,A,aug,sep,oct,s_bar,sq1,sq2,sq3,num,final
247,21810,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
248,21811,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
249,21812,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
250,21813,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
251,21814,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
252,21815,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
253,21816,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
254,21817,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
255,21818,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
256,21819,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
257,21820,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
258,21821,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
259,21822,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
260,21823,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
261,21824,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
262,21825,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
263,21826,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
264,21827,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
265,21828,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
266,21829,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
267,21830,0.458146007804834,0.244219050288215,0,0.234121686031016,0.050186896746219,0.000101956764942553,0.0548129638700058,0.0350339391270558,0.149639871986974
268,21831,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
269,21832,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
270,21833,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
271,21834,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
272,21835,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
273,21836,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
274,21837,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
275,21838,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
276,21839,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
277,21840,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
278,21841,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
279,21842,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
280,21843,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
281,21844,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
282,21845,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
283,21846,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
284,21847,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
285,21848,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
286,21849,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
287,21850,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
288,21851,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
289,21852,0.292285253238629,0,0.151495854335375,0.147927035858001,0.0208392949253125,0.0218824079377344,1.27364653244437E-05,0.0142448131094571,0.096296211350649
290,21853,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
291,21854,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
292,21855,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
293,21856,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
294,21857,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
295,21858,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
296,21859,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
297,21860,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
298,21861,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
299,21862,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
300,21863,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
301,21864,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
302,21865,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
303,21866,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
304,21867,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
305,21868,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
306,21869,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
307,21870,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
308,21871,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
309,21872,0.217322011273649,0,0.230048479280685,0.149123496851445,0.00465103736939561,0.0222378173132028,0.00654885278117286,0.0111459024879238,0.0747427650454522
310,21873,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
311,21874,0,0,0,0,0,0,0,0,#DIV/0!
312,21875,0,0,0,0,0,0,0,0,#DIV/0!
313,21876,0,0,0,0,0,0,0,0,#DIV/0!
314,21877,0,0,0,0,0,0,0,0,#DIV/0!
315,21878,0,0,0,0,0,0,0,0,#DIV/0!
316,21879,0,0,0,0,0,0,0,0,#DIV/0!
317,21880,0,0,0,0,0,0,0,0,#DIV/0!
318,21881,0,0,0,0,0,0,0,0,#DIV/0!
319,21882,0,0,0,0,0,0,0,0,#DIV/0!
320,21883,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
321,21884,0,0,0,0,0,0,0,0,#DIV/0!
322,21885,0,0,0,0,0,0,0,0,#DIV/0!
323,21886,0,0,0,0,0,0,0,0,#DIV/0!
324,21887,0,0,0,0,0,0,0,0,#DIV/0!
325,21888,0,0,0,0,0,0,0,0,#DIV/0!
326,21889,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
327,21890,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
328,21891,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
329,21892,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
330,21893,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
331,21894,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
332,21895,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
333,21896,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
334,21897,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
335,21898,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
336,21899,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
337,21900,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
338,21901,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
339,21902,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
340,21903,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
341,21904,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
342,21905,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
343,21906,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
344,21907,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
345,21908,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
346,21909,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
347,21910,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
348,21911,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
349,21912,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
350,21913,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
351,21914,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
352,21915,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
353,21916,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
354,21917,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
355,21918,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
356,21919,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
357,21920,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
358,21921,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
359,21922,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
360,21923,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
361,21924,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
362,21925,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
363,21926,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
364,21927,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
365,21928,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
366,21929,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
367,21930,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
368,21931,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
369,21932,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
370,21933,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
371,21934,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
372,21935,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
373,21936,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
374,21937,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
375,21938,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
376,21939,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
377,21940,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
378,21941,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
379,21942,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
380,21943,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
381,21944,0.292285253238629,0,0,0.0974284177462097,0.0379691863381198,0.00949229658452994,0.00949229658452994,0.0189845931690599,0.194856835492419
